neighbourhood_cleansed,accommodates,bathrooms,bedrooms,beds,daily_price,number_of_reviews,review_scores_rating,review_scores_location,TV,WiFi,Air_Condition,Wheelchair_accessible,Kitchen,Breakfast,Elevator,Heating,Washer,Iron,Luggage_dropoff_allowed,Pets_allowed,Smoking_allowed
1,4,3,1,1,85,5,88,10,1,0,1,0,1,0,1,1,1,1,0,1,0
1,2,3,1,1,90,2,100,10,1,1,1,0,1,0,1,1,0,1,0,1,0
1,4,3,2,2,80,74,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,1,1,64,50,84,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,5,3,1,3,80,43,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,1,1,72,15,91,10,1,1,0,0,1,0,0,1,1,1,1,1,0
1,4,3,2,3,100,14,81,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,4,3,1,2,84,51,91,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,2,3,1,1,89,41,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,1,70,15,91,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,4,3,1,2,87,31,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,0,1,100,3,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,0,2,78,61,92,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,3,3,1,2,75,3,93,10,1,1,0,0,1,0,0,1,1,1,0,1,1
1,3,3,2,2,62,42,88,10,0,1,0,0,1,0,1,1,1,1,0,0,1
1,3,3,1,2,96,6,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,1,1,89,37,82,10,1,1,1,0,1,0,1,1,0,1,0,1,0
1,4,5,1,2,66,36,89,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,4,3,1,2,62,38,93,10,1,0,1,0,1,0,1,1,1,1,0,0,0
1,2,3,0,1,54,68,91,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,1,1,84,1,100,10,1,1,1,0,1,0,1,1,0,1,0,1,0
1,2,3,1,1,99,42,91,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,1,1,99,6,100,10,1,1,1,0,1,0,0,1,1,1,0,1,0
1,5,3,1,3,78,3,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,3,3,1,2,89,56,92,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,4,3,1,1,73,71,92,10,1,1,1,0,1,0,1,1,0,1,0,0,0
1,6,5,2,3,96,43,93,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,3,3,1,2,85,23,95,10,0,1,0,0,1,0,1,1,1,1,0,0,1
1,4,3,1,1,95,5,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,2,95,10,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,5,3,1,3,78,34,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,1,75,3,93,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,2,3,1,1,100,3,100,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,3,3,1,2,77,29,96,10,1,1,1,0,1,0,1,1,0,1,0,0,0
1,2,3,0,2,50,8,98,10,0,1,1,0,1,0,1,1,1,1,0,0,0
1,4,3,2,2,72,10,84,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,1,90,17,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,1,1,100,3,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,1,99,21,96,10,1,1,1,0,1,0,1,1,0,1,0,0,0
1,4,3,1,2,99,31,88,10,1,1,1,0,1,0,1,1,0,1,0,0,0
1,2,3,1,1,75,25,95,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,4,3,2,3,65,3,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,0,1,70,18,84,10,1,1,1,0,1,0,1,1,0,1,0,0,0
1,4,3,1,1,52,28,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,2,95,17,94,10,1,1,1,0,1,0,1,1,0,1,0,0,0
1,4,3,1,2,90,36,97,10,1,1,1,0,1,0,0,1,1,1,0,1,0
1,2,3,1,1,83,31,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,5,2,2,95,8,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,3,3,1,2,80,22,98,10,1,1,1,0,1,0,0,1,1,1,0,1,0
1,4,3,1,2,90,5,96,10,1,1,0,0,1,0,1,1,1,1,0,0,0
1,4,3,1,2,73,8,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,0,1,57,17,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,0,2,79,13,85,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,3,3,0,2,59,9,89,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,2,81,9,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,2,84,13,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,2,90,4,90,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,2,87,11,91,10,0,1,1,0,1,0,1,1,1,1,0,0,0
1,2,3,0,1,75,5,92,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,4,3,1,4,80,1,100,10,1,1,1,0,1,0,0,1,1,1,0,1,0
1,2,3,1,1,85,3,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
1,2,3,1,2,45,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,3,3,1,2,90,252,96,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,2,3,1,1,90,333,95,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,4,3,1,2,90,221,94,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,2,3,1,1,60,69,96,10,1,1,0,0,1,0,1,1,1,1,0,1,0
2,4,3,1,2,40,10,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,53,272,96,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,2,3,0,1,75,14,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,2,60,3,93,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,3,3,2,2,70,195,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,40,127,96,10,0,1,1,1,1,0,1,1,1,1,0,0,0
2,2,3,1,1,50,22,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,2,4,70,122,93,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,3,3,1,2,74,213,90,10,1,1,1,1,1,0,1,1,0,1,0,0,0
2,2,3,1,2,45,5,100,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,2,3,1,1,66,193,97,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,2,3,0,2,59,1,100,10,1,1,1,0,1,0,0,1,1,1,0,1,0
2,2,3,0,1,75,175,92,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,4,3,1,2,55,55,92,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,4,3,1,2,60,61,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,78,10,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,1,2,66,264,93,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,4,3,1,1,85,8,100,10,1,0,0,0,1,0,1,1,1,1,1,0,0
2,2,3,1,1,47,52,99,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,4,3,1,2,56,7,91,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,2,65,3,100,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,2,3,1,1,47,18,94,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,3,3,1,2,69,52,95,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,2,3,0,2,30,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,2,3,50,201,95,10,0,1,0,0,1,1,1,1,0,1,0,1,1
2,2,3,0,1,48,81,99,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,6,3,2,4,97,27,99,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,2,3,0,1,38,5,90,10,1,0,1,0,1,1,0,1,1,1,0,0,0
2,4,3,1,2,80,145,95,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,4,3,1,2,54,25,93,10,1,0,1,0,1,0,0,1,1,1,1,0,0
2,3,3,1,2,65,61,93,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,2,3,1,1,70,228,94,10,0,1,1,0,1,0,0,1,1,1,1,0,0
2,2,3,1,1,65,154,97,10,1,1,1,0,1,1,0,1,0,1,0,0,0
2,3,3,1,2,40,4,85,10,0,1,1,0,1,0,1,1,1,1,0,0,0
2,5,3,2,4,52,72,96,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,2,3,1,2,53,47,97,10,1,1,0,0,1,0,0,1,1,1,1,0,0
2,4,3,1,2,87,2,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,4,3,1,1,69,44,89,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,4,3,1,2,50,3,93,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,3,3,1,2,63,44,92,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,4,3,1,2,80,132,98,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,4,3,1,1,80,70,97,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,6,5,2,3,98,48,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,42,10,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,1,1,89,16,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,2,2,96,11,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,3,3,2,2,55,27,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,1,1,65,69,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,43,7,100,10,0,1,1,0,1,0,0,1,1,1,1,0,0
2,4,3,1,2,65,18,100,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,4,3,1,1,80,47,98,10,1,1,1,0,1,1,0,1,0,1,0,0,0
2,4,3,2,2,69,23,85,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,2,4,90,6,83,10,1,1,1,0,1,0,0,1,1,1,0,1,0
2,2,3,1,1,48,1,100,10,1,1,1,0,1,0,0,1,0,1,1,1,0
2,3,3,1,3,51,1,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,1,2,64,20,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,5,1,1,75,14,96,10,1,1,0,0,1,0,0,1,1,1,1,0,0
2,2,3,1,1,55,38,98,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,2,3,0,1,44,9,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,5,3,2,3,70,1,100,10,1,1,0,0,1,0,0,1,1,1,0,1,1
2,2,3,1,1,99,16,88,10,1,1,1,0,1,0,1,1,0,1,0,1,0
2,2,3,1,1,99,22,87,10,1,1,1,0,1,0,1,1,0,1,0,1,0
2,4,3,2,2,70,5,100,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,4,3,2,2,85,61,99,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,2,3,1,1,45,43,99,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,89,7,100,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,4,3,1,4,75,7,97,10,1,1,1,0,1,0,0,1,1,1,0,1,0
2,4,3,1,2,49,18,94,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,4,3,1,2,49,15,97,10,1,1,1,0,1,0,1,1,0,1,0,0,0
2,4,3,1,2,50,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,59,10,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,1,3,60,24,99,10,1,1,1,0,1,0,1,1,0,1,0,1,0
2,2,3,0,1,55,45,99,10,1,1,1,0,1,0,0,1,0,1,1,0,0
2,4,3,1,2,70,4,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,1,2,40,12,95,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,2,3,1,1,60,1,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,2,3,1,1,40,11,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,70,8,100,10,0,1,0,0,1,1,1,1,1,1,0,1,0
2,4,3,1,4,65,35,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,0,1,45,7,94,10,1,1,1,0,1,1,0,1,0,1,0,0,0
2,4,3,0,1,67,27,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,1,1,95,4,100,10,1,0,0,0,1,1,1,1,1,1,0,0,0
2,2,3,1,1,49,6,100,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,4,3,1,1,69,1,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,40,10,98,10,1,0,0,0,1,1,1,1,1,1,0,0,0
2,2,3,1,1,45,12,97,10,1,1,0,0,1,1,0,1,1,1,0,0,0
2,6,3,1,3,94,7,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,60,3,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,4,3,1,3,100,1,100,10,1,1,0,0,1,0,1,1,1,1,0,1,0
2,5,3,1,4,49,5,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,1,1,57,1,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,2,3,0,1,53,18,94,10,1,1,1,0,1,0,1,1,0,1,0,1,0
2,3,3,2,3,90,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
2,5,3,1,3,51,1,100,10,1,1,1,0,1,0,0,1,1,1,0,1,0
2,2,3,1,1,47,7,97,10,1,1,0,0,1,0,1,1,1,1,0,0,0
2,4,3,1,3,88,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,2,1,1,1,70,37,99,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,4,3,1,2,69,50,98,10,0,1,1,0,1,0,0,1,1,1,0,1,1
3,5,3,1,1,60,473,84,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,2,3,1,2,55,63,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,2,3,0,1,40,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,2,3,1,1,80,13,95,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,2,3,1,1,34,22,91,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,2,3,1,1,47,86,96,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,2,3,1,1,79,8,97,10,0,1,0,0,1,0,1,1,1,1,1,0,0
3,2,3,1,1,65,12,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,2,3,1,2,45,292,82,10,1,0,0,0,1,0,1,1,1,1,0,0,1
3,4,3,1,4,49,118,88,10,1,1,0,0,1,0,1,1,1,1,0,1,0
3,2,3,1,1,10,84,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,3,1,2,75,199,86,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,2,3,0,1,59,99,97,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,4,3,1,2,90,151,98,10,1,1,1,0,1,0,0,1,0,1,0,1,1
3,4,3,1,4,80,46,94,10,1,1,1,1,1,0,1,1,0,1,0,0,0
3,2,3,0,1,90,25,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,6,5,3,4,100,79,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,5,2,2,98,14,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,3,3,0,2,92,46,97,10,0,1,1,0,1,1,0,1,1,1,0,0,0
3,2,3,1,2,50,255,86,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,2,3,1,1,70,111,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,3,1,1,65,48,96,10,1,1,1,0,1,0,0,1,1,1,0,1,0
3,4,3,2,3,90,23,97,10,1,1,0,0,1,0,0,1,1,1,1,0,0
3,2,3,1,1,50,271,94,10,1,1,1,0,1,0,0,1,1,1,0,1,0
3,4,5,2,4,88,11,96,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,2,3,0,1,45,11,95,10,1,1,0,0,1,0,0,1,1,1,1,0,0
3,2,3,0,1,50,362,94,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,4,3,1,2,70,19,95,10,1,1,0,0,1,0,0,1,1,1,0,0,1
3,4,3,1,2,59,102,99,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,3,0,2,55,3,100,10,1,1,1,0,1,0,0,1,1,1,0,1,0
3,3,3,0,2,48,4,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,3,1,2,70,17,96,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,6,3,1,3,100,35,96,10,1,1,1,0,1,0,0,1,1,1,0,1,0
3,2,3,1,1,90,28,99,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,3,1,1,97,277,99,10,1,1,1,1,1,0,0,1,1,1,0,0,0
3,3,3,1,2,89,157,93,10,1,1,1,0,1,0,0,1,0,1,0,1,1
3,2,3,1,1,60,213,90,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,2,3,0,1,70,9,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,3,1,2,65,193,86,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,5,3,0,3,100,36,95,10,1,1,1,0,1,0,0,1,1,1,0,1,0
3,4,3,1,2,54,12,92,10,1,0,1,0,1,0,0,1,1,1,1,0,0
3,4,3,1,2,80,26,99,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,4,3,0,2,80,71,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,3,3,1,2,55,226,90,10,1,1,1,0,1,0,0,1,1,1,0,1,0
3,3,3,1,3,60,48,95,10,1,1,1,0,1,0,0,1,1,1,0,1,0
3,3,3,1,1,59,263,95,10,1,1,1,1,1,1,0,1,0,1,0,0,0
3,7,3,3,4,100,86,98,10,0,1,1,0,1,0,0,1,1,1,1,1,0
3,5,3,1,3,60,8,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,2,3,1,2,39,145,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,3,1,3,75,225,98,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,2,3,1,1,49,43,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,3,2,2,85,197,98,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,4,3,1,2,80,43,95,10,1,1,0,0,1,0,1,1,0,1,1,0,0
3,2,3,0,1,60,48,91,10,1,1,1,0,1,0,1,1,0,1,0,0,0
3,2,3,1,1,70,118,99,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,2,3,1,1,80,5,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,2,3,1,1,90,73,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,5,3,2,3,80,146,99,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,3,4,1,1,70,71,91,10,1,1,0,0,1,1,0,1,1,1,0,1,0
3,4,3,1,2,75,32,97,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,2,3,0,1,58,96,89,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,5,3,1,3,45,9,89,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,2,3,0,1,80,39,91,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,2,3,1,1,70,22,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,3,3,1,1,49,31,92,10,0,1,1,0,1,0,1,1,1,1,0,1,0
3,2,3,0,1,50,27,89,10,1,1,0,0,1,0,1,1,1,1,0,0,0
3,2,3,1,1,55,1,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,4,5,2,2,49,54,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,3,3,1,2,65,11,94,10,1,1,1,0,1,1,0,1,0,1,0,0,0
3,4,3,1,1,60,2,100,10,1,1,0,0,1,0,0,1,1,1,1,0,0
3,2,3,1,1,70,19,94,10,1,1,0,0,1,0,0,1,1,1,1,0,0
3,2,3,1,2,95,146,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
3,2,3,1,1,63,1,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
4,6,3,2,3,55,26,90,10,1,1,0,0,1,0,1,1,1,1,0,1,0
4,5,3,1,2,55,42,98,10,1,1,1,0,1,1,0,1,0,1,0,1,0
4,4,3,1,2,59,14,97,10,1,1,1,0,1,0,1,1,0,1,0,0,0
4,3,3,1,2,45,5,100,10,1,0,1,0,1,0,1,1,1,1,0,0,0
4,2,3,0,1,60,7,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
4,2,3,1,1,55,7,100,10,1,1,0,0,1,1,0,1,1,1,0,0,0
4,2,3,1,2,52,2,100,10,0,1,0,0,1,1,1,1,1,1,0,0,0
4,2,3,1,1,50,12,95,10,1,1,1,0,1,0,1,1,0,1,0,0,0
4,4,3,1,1,67,2,90,10,1,1,1,0,1,0,1,1,0,1,0,1,0
4,3,3,1,2,79,1,100,10,0,1,0,0,1,0,1,1,1,1,1,1,0
4,2,3,1,2,80,4,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
4,2,3,0,1,50,16,100,10,1,1,1,0,1,0,1,1,0,1,0,0,0
4,2,3,0,1,68,7,100,10,1,1,0,0,1,0,1,1,1,1,0,0,0
4,3,3,1,1,80,3,87,10,1,1,0,0,1,0,1,1,1,1,0,0,0
4,4,3,1,1,69,11,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
4,4,4,1,2,77,12,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
4,2,3,0,1,45,1,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
4,4,3,2,2,100,4,95,10,1,1,0,0,1,0,1,1,1,1,0,1,0
4,3,3,0,2,45,10,96,10,1,1,1,0,1,1,0,1,0,1,0,0,0
4,3,3,1,1,20,1,100,10,1,0,1,0,1,0,1,1,1,1,0,0,0
4,3,3,1,3,55,1,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,3,3,1,2,90,45,97,10,1,1,0,1,1,0,0,1,1,1,1,0,0
5,4,3,1,4,59,80,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,2,3,1,1,77,119,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,4,3,1,4,95,138,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,4,3,1,2,52,261,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,2,3,0,1,75,14,98,10,0,1,1,0,1,0,1,1,1,1,0,0,0
5,2,3,0,1,60,348,89,10,1,1,1,0,1,0,0,1,0,1,0,1,1
5,1,3,0,1,85,7,97,10,1,1,0,0,1,0,1,1,1,1,0,0,0
5,2,3,1,1,63,5,96,10,0,0,0,0,1,1,1,1,1,1,1,1,0
5,3,3,1,2,70,233,92,10,1,1,0,0,1,0,1,1,1,1,0,0,0
5,2,3,0,1,65,22,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,2,3,1,2,59,171,96,10,1,1,1,0,1,0,0,1,0,1,1,0,0
5,5,3,2,2,99,429,96,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,5,3,2,3,80,485,96,10,1,1,1,0,1,0,1,1,0,1,0,0,0
5,3,3,1,2,70,7,100,10,1,0,1,0,1,0,1,1,1,1,0,0,0
5,3,3,1,1,71,67,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,2,3,1,1,55,171,93,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,4,3,2,2,80,45,87,10,1,1,0,0,1,0,1,1,1,1,0,1,0
5,4,3,1,2,55,296,96,10,1,1,0,0,1,0,0,1,1,1,1,1,0
5,2,3,1,1,41,4,100,10,0,1,1,0,1,0,0,1,1,1,1,1,0
5,2,3,0,1,49,13,92,10,0,1,1,0,1,0,1,1,1,1,0,0,0
5,2,3,1,1,100,51,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,5,5,1,3,79,202,94,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,3,3,1,2,85,105,97,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,4,3,1,2,49,41,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,4,3,1,3,80,28,84,10,1,1,0,0,1,0,1,1,1,1,0,0,0
5,2,3,1,1,100,2,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,2,3,1,2,70,48,96,10,0,1,1,0,1,0,0,1,1,1,1,0,0
5,4,3,1,1,55,198,90,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,3,3,1,2,90,6,90,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,4,3,1,2,99,34,82,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,2,3,0,1,65,198,98,10,1,1,1,0,1,0,0,1,0,1,1,0,0
5,2,3,1,1,66,9,87,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,2,3,1,1,90,11,100,10,1,1,0,0,1,0,1,1,1,1,0,0,0
5,2,3,1,1,65,2,100,10,1,1,0,0,1,0,0,1,1,1,0,1,1
5,4,3,1,1,80,11,93,10,1,1,0,0,1,0,1,1,1,1,0,1,0
5,2,3,0,1,79,42,95,10,1,1,0,0,1,0,1,1,1,1,0,0,0
5,3,3,1,1,55,6,100,10,1,0,1,0,1,1,0,1,0,1,1,0,0
5,3,3,1,2,54,27,83,10,1,1,0,0,1,0,1,1,1,1,0,0,0
5,4,3,1,2,40,1,100,10,1,1,0,0,1,0,0,1,1,1,0,1,1
5,4,3,0,2,44,28,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,5,3,2,3,97,3,100,10,1,1,0,0,1,0,1,1,1,1,0,1,0
5,4,3,0,2,50,42,98,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,4,3,0,3,80,113,98,10,0,1,1,0,1,0,1,1,1,1,0,0,0
5,4,3,1,2,75,4,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,2,3,1,1,60,1,100,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,2,3,1,1,75,4,100,10,1,1,1,0,1,0,0,1,1,1,0,1,0
5,5,3,2,4,58,10,92,10,1,1,0,0,1,0,1,1,1,1,0,0,0
5,2,3,0,1,69,22,94,10,0,1,1,0,1,1,0,1,1,1,0,0,0
5,5,3,1,2,90,13,83,10,1,1,1,0,1,0,0,1,1,1,0,1,0
5,3,3,1,3,75,9,96,10,1,1,0,0,1,0,1,1,0,1,0,0,1
5,4,3,1,2,65,35,95,10,1,1,1,0,1,0,0,1,1,1,0,0,0
5,4,3,1,2,50,21,95,10,1,1,0,0,1,0,1,1,1,1,0,0,0
5,3,3,2,3,70,10,100,10,1,1,1,0,1,0,0,1,1,1,0,1,0
5,2,3,1,1,66,7,86,10,1,1,1,0,1,0,1,1,0,1,0,0,0
5,2,3,1,1,95,1,100,10,1,1,0,0,1,0,1,1,1,1,0,0,0
